Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,Perovskite_deposition_quenching_media_additives_compounds,Perovskite_deposition_solvent_annealing,HTL_stack_sequence,HTL_additives_compounds,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_thickness_list,Backcontact_deposition_procedure,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,SQ45,Spin-coating,0.8,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.03,21.55,0.768,17.07,0,100.0-10.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,SQ63,Spin-coating,0.8,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,22.22,0.79,18.83,0,100.0-10.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,SQ81,Spin-coating,0.8,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.05,21.64,0.779,17.66,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.08,22.7,0.78,18.2,1,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.66,8.2,0.6,2.6,0,100.0-45.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,PTB7,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Au,100.0,Evaporation,0.88,22.28,0.63,14.4,1,100.0-60.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Au,100.0,Evaporation,0.86,20.88,0.7,12.76,1,100.0-60.0
pin,SLG | FTO,ZnO-c | ZnO-nw,Undoped,Spin-coating | Hydrothermal,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,90.0,Evaporation,0.83,14.0,0.6,6.98,1,70.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,FAI,Undoped,Spin-coating,0.0,Toluene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.987,19.79,0.74,14.49,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> CBD,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,1.08,21.79,0.74,17.61,1,120.0-40.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Undoped,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,100.0,Evaporation,,,,10.4,0,60.0-120.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,1.07,21.3,0.78,18.0,0,100.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.03,22.23,0.757,17.29,0,100.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,ABS,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.05,22.75,0.77,18.31,0,100.0-15.0
nip,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,P3CT-N,Undoped,Spin-coating,Ag,100.0,Evaporation,0.86,19.09,0.68,11.25,0,100.0-40.0
nip,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Zr(AC)4,Spin-coating,1.0,Chlorobenzene,Undoped,0,P3CT-N,Undoped,Spin-coating,Ag,100.0,Evaporation,0.88,20.14,0.68,12.14,0,100.0-40.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,CsBr; Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.8390000000000001,15.2,0.7,8.96,0,140.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.85,16.68,0.62,10.6,0,80.0-30.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.91,19.7,0.71,12.72,0,80; 100-30.0; 60.0
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.76,9.5,0.44,4.0,0,100.0-5.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,1-hexyl-3-methylimidazoliumchloride,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.78,4.84,0.64,2.44,0,100.0-10.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Magnetron sputtering,1.01,22.32,0.606,13.61,0,100.0-20.0
pin,SLG | ITO,C60,Undoped,Evaporation,1,none,Cl,Spin-coating,1.0,Ethyl acetate,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,80.0,Evaporation,0.93,19.7,0.784,14.4,0,100.0-10.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,2-Butanol,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,80.0,Evaporation,0.89,17.8,0.5379999999999999,8.7,0,100.0-30.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8849557522123894,Diethyl ether,Undoped,0,PTAA,Undoped,Spin-coating,Cu,100.0,Evaporation,1.07,19.8,0.752,16.4,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8979591836734694,Chlorobenzene,Undoped,0,PTAA,F4-TCNQ,Spin-coating,Al,100.0,Evaporation,1.0759999999999998,21.31,0.7909999999999999,18.13,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Isatin-Cl,Spin-coating,0.8979591836734694,Chlorobenzene,Undoped,0,PTAA,F4-TCNQ,Spin-coating,Al,100.0,Evaporation,1.083,22.94,0.812,20.18,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.7,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,22.49,0.61,14.7,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-nw,Undoped,CBD | Hydrothermal,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,80.0,Evaporation,0.77,16.31,0.58,7.22,1,100.0-60.0
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.88,20.06,0.59,10.77,0,100.0-90.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,CBD | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.05,16.08,0.64,10.81,1,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,SnS-QDs,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.026,21.9,0.6890000000000001,15.5,0,100.0-10.0
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.96,20.3,0.5820000000000001,11.5,0,100.0-120.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Ag,80.0,Evaporation,0.87,16.97,0.613,9.05,1,90-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,PbI2,Undoped,Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.92,18.7,0.58,9.9,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,ALD | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,2-6-lutidin; Li-TFSI,Spin-coating,Au,100.0,Evaporation,0.863,14.16,0.68,8.31,0,125.0-30.0
pin,SLG | FTO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating >> Spin-coating,0.8333333333333334,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,120.0,Evaporation,0.914,21.0,0.81,15.55,1,140.0-20.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,MAI,Undoped,Spin-coating,0.9090909090909092,2-Butanol,Undoped,1,PEDOT:PSS,Undoped,Spin-coating,Al,150.0,Evaporation,0.91,16.71,0.52,7.93,0,100.0-35.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,105.0,Evaporation | Evaporation,0.85,13.7,0.67,7.8,0,90.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl; HI,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.91,20.6,0.74,12.9,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Ultrasonic spray >> Ultrasonic spray,0.0,Undoped,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.047,20.27,0.755,15.4,1,115.0; 100-10.0; 120.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP; V2O5,Spin-coating,Au,80.0,Evaporation,0.8,18.0,0.6,10.0,0,110.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.76,20.89,0.6729999999999999,10.39,0,100.0-90.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.78,18.53,0.604,7.97,0,100.0-90.0
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.85,14.9,0.62,7.9,0,110.0-45.0
nip,SLG | ITO,ZnO-np,Undoped,Spin-coating,1,none,Undoped,Slot-die coating,1.0,N2,Undoped,0,P3HT,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.82,8.12,0.612,4.3,0,90.0-2.0
nip,SLG | ITO,TiO2-c,Undoped,E-beam evaporation,1,none,Acetate; Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.034,21.4,0.76,16.4,0,130.0-5.0
nip,SLG | ITO,TiO2-c,Undoped,E-beam evaporation,1,none,Acetate; Cl,Slot-die coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.95,21.6,0.73,15.0,0,130.0-5.0
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,1,none,Cl; DIO,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,150.0,Evaporation,0.36,6.99,0.49,1.23,0,90.0-120.0
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,1,none,Cl; DIO,Doctor blading,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,150.0,Evaporation,0.92,15.4,0.66,9.29,0,90.0-120.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,none,Undoped,Doctor blading,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.88,20.0,0.72,12.8,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Doctor blading,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.96,20.33,0.701,13.41,0,100.0-30.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.94,22.96,0.537,11.85,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Doctor blading,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.04,21.06,0.746,17.69,0,100.0-10.0
pin,SLG | ITO,C60,Undoped,Evaporation,1,none,Cl,Doctor blading,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,120.0,Evaporation,0.8540000000000001,12.47,0.687,7.32,0,100.0-30.0
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,1,none,CHP,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,80.0,Evaporation,0.9,13.72,0.747,9.24,0,120.0-30.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl; DIO,Doctor blading,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,120.0,Evaporation | Evaporation,0.88,10.85,0.61,5.9,0,90.0-120.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl; DIO,Doctor blading,1.0,Undoped,Undoped,0,PEDOT:PSS,PSSH,Spin-coating,Ca | Al,120.0,Evaporation | Evaporation,0.89,14.44,0.64,8.29,0,90.0-120.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Doctor blading,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.77,17.44,0.48,6.47,0,100.0-30.0
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,1,none,L-alfa-phosphatidylcholine,Doctor blading,1.0,Undoped,Undoped,0,PTAA,Undoped,Doctor blading,Cu,80.0,Evaporation,1.12,22.4,0.81,20.3,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spin-coating | Spin-coating,1,none,Undoped,Doctor blading,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.05,21.25,0.677,15.04,0,140.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,22.4,0.76,18.3,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp, Li-TFSI,Spray-pyrolys | Spin-coating,1,PbI2,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.907,21.181,0.536,10.31,0,100.0-45.0
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,200.0,Evaporation,0.98,17.8,0.63,10.9,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,200.0,Evaporation,0.8,17.8,0.53,7.6,0,100.0-45.0
nip,SLG | FTO,TiO2-c,Undoped,Spray-pyrolys,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,200.0,Evaporation,0.64,7.13,0.64,1.8,0,100.0-45.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Al2O3-np; Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.925,12.78,0.61,7.16,0,105-45.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.69,8.4,0.37,2.1,0,105-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,200.0,Evaporation,0.89,18.3,0.58,9.5,1,100.0-20.0
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,1.02,18.0,0.67,12.3,0,100.0-45.0
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.78,13.9,0.32,3.5,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,0.82,19.4,0.65,10.2,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Ag,150.0,Evaporation,0.42,0.69,0.58,0.17,0,100.0-45.0
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.55,9.02,0.61,3.0,0,100.0-15.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Evaporation | Evaporation,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.6,10.32,0.63,3.9,0,100.0-15.0
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,1.0,13.4,0.606,8.38,0,100.0-45.0
nip,SLG | FTO,TiO2-c | Al2O3-mp, Au@SiO2-np,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,1.0,14.0,0.565,8.17,0,100.0-45.0
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,1.04,14.76,0.67,10.7,0,100.0-45.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.71,13.2,0.45,4.2,0,170-15.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.97,17.9,0.7,12.2,0,90-120.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.02,17.8,0.66,17.8,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,0.75,9.23,0.56,3.85,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,NiO-c,Cu,Spin-coating,Ag,120.0,Evaporation,1.03,19.8,0.662,13.5,0,100.0-2.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.0,16.4,0.71,16.3,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Al,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.05,17.8,0.69,18.1,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,85.0,Evaporation,0.976,18.52,0.57,10.32,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,MA,Cl,Spin-coating,0.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.94,17.3,0.63,10.29,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,Dipp-coating,1,none,Undoped,Spin-coating,0.4,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.99,22.13,0.7120000000000001,15.6,0,100.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,Dipp-coating,1,none,PVA,Spin-coating,0.4,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.02,22.76,0.747,17.41,0,100.0-5.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.09,24.3,0.765,19.57,0,130.0-10.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,none,DPSI,Spin-coating,0.8,Toluene,Undoped,0,PTAA,Undoped,Spin-coating,Cu,80.0,Evaporation,1.12,22.8,0.79,20.2,0,65; 100-10.0; 10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,CuSCN,Undoped,Electrodeposition,Al,100.0,Evaporation,1.0,19.1,0.647,12.4,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, Li-TFSI,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.75,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.11,22.6,0.76,20.9,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, Li-TFSI,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.75,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.15,22.7,0.74,20.9,0,100.0-60.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,"1,8-diiodooctane",Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.73,14.97,0.607,6.62,0,100.0-10.0
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.04,21.71,0.669,15.1,0,100.0-10.0
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,1,none,Cl,Spin-coating,0.75,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,80.0,Evaporation,1.02,22.4,0.805,18.6,0,100.0-10.0
